guard_id,age,location,deployment_type,shift_hours,late_arrivals,absenteeism,incidents_reported,incident_type,response_time_minutes,client_satisfaction_score,supervisor_rating,overtime_hours,contract_value,fuel_consumption_liters,distance_covered_km,patrol_vehicle_used,incident_rate,efficiency_score,total_cost,profit_margin,Client satisfaction %,profit margin %,Index,Date,Month Name,MonthNum,Year,efficeincy score %
G0537,37,Abuja,Industrial,8,2,0,1,Equipment Failure,21.9,96,97,13,612946,23.48,142.1,Yes,0.12,96.5,536143.13,12.53,96%,12.53%,536,9/5/2023,September,9,2023,97%
G0547,51,Kano,Industrial,12,4,0,2,Breach,11.2,58,66,11,631012,6.7,62.3,No,0.17,62,436583.56,30.81,58%,30.81%,546,7/15/2023,July,7,2023,62%
G0562,36,Ibadan,Residential,10,2,0,1,Dispute,21.2,84,92,0,669068,23.91,29.1,Yes,0.1,88,510222.39,23.74,84%,23.74%,561,10/2/2024,October,10,2024,88%
G0580,53,Port Harcourt,Industrial,8,3,0,1,Equipment Failure,11.9,78,90,3,1057730,9.98,29.1,No,0.12,84,637378.8,39.74,78%,39.74%,579,4/20/2024,April,4,2024,84%
G0588,20,Kano,Event,8,2,0,2,Breach,40,95,66,17,998508,26.09,192.3,Yes,0.25,80.5,862737.64,13.6,95%,13.60%,587,12/28/2024,December,12,2024,81%
G0589,24,Lagos,Industrial,8,4,0,3,Theft,29.2,57,48,17,565721,11.53,97.1,Yes,0.38,52.5,383198.08,32.26,57%,32.26%,588,1/1/2023,January,1,2023,53%
G0590,49,Kano,Industrial,8,2,0,0,None,22.4,73,94,7,373916,7.44,109.4,No,0,83.5,228027.28,39.02,73%,39.02%,589,2/2/2024,February,2,2024,84%
G0603,34,Abuja,Corporate,12,2,0,0,None,19,63,89,4,1258167,28.85,34.1,No,0,76,936117.05,25.6,63%,25.60%,602,3/15/2023,March,3,2023,76%
G0610,36,Ibadan,Industrial,8,2,0,0,None,29,96,96,1,1236232,20.66,171.7,No,0,96,1094069.13,11.5,96%,11.50%,609,10/22/2024,October,10,2024,96%
G0613,23,Abuja,Residential,8,3,0,1,Equipment Failure,11.4,81,61,14,1272916,16.99,158.4,No,0.12,71,1134824.48,10.85,81%,10.85%,612,1/25/2023,January,1,2023,71%
G0633,23,Port Harcourt,Corporate,12,3,0,0,None,32.7,82,61,11,941447,16.78,161,Yes,0,71.5,784000.45,16.72,82%,16.72%,632,9/17/2023,September,9,2023,72%
G0662,45,Abuja,Retail,8,2,0,0,None,15.9,71,44,13,430514,23.05,65.6,No,0,57.5,288159.4,33.07,71%,33.07%,661,2/18/2024,February,2,2024,58%
G0670,47,Lagos,Industrial,10,3,0,1,Unknown,32.8,57,64,0,430436,23.36,139.4,No,0.1,60.5,290352.57,32.54,57%,32.54%,669,10/26/2024,October,10,2024,61%
G0686,36,Kano,Retail,10,2,0,0,None,24.9,52,96,11,1390297,24.29,79.7,No,0,74,998121.8,28.21,52%,28.21%,685,2/14/2024,February,2,2024,74%
G0688,45,Port Harcourt,Event,8,2,0,3,Breach,35.4,78,93,19,472922,22.61,22.3,Yes,0.38,85.5,331080.7,29.99,78%,29.99%,687,4/16/2024,April,4,2024,86%
G0702,25,Kano,Residential,10,2,0,1,Unknown,21.4,96,45,6,1345254,5.49,32.6,No,0.1,70.5,847994.51,36.96,96%,36.96%,701,6/2/2024,June,6,2024,71%
G0718,22,Kano,Event,10,2,0,1,Theft,30.9,93,96,18,1480034,20.47,194.5,No,0.1,94.5,1243157.37,16,93%,16.00%,717,10/18/2024,October,10,2024,95%
G0754,24,Kano,Event,10,2,0,2,Equipment Failure,31,89,84,14,1452188,7.12,46.8,Yes,0.2,86.5,973815.49,32.94,89%,32.94%,753,10/26/2024,October,10,2024,87%
G0768,54,Abuja,Retail,8,2,0,0,None,29,97,55,18,1434585,27.75,62.5,Yes,0,76,1338873.86,6.67,97%,6.67%,767,12/12/2024,December,12,2024,76%
G0770,50,Abuja,Retail,8,3,0,2,Equipment Failure,35.7,80,90,17,833885,13.22,117.1,Yes,0.25,85,701949.94,15.82,80%,15.82%,769,2/14/2024,February,2,2024,85%
G0780,41,Kano,Event,8,2,0,0,None,19.6,74,49,19,801525,11.31,139.2,No,0,61.5,618222.02,22.87,74%,22.87%,779,12/24/2024,December,12,2024,62%
G0784,33,Abuja,Residential,10,2,0,1,Unknown,23.2,62,74,15,1238481,10.42,71.4,No,0.1,68,882220.1,28.77,62%,28.77%,783,4/28/2024,April,4,2024,68%
G0802,52,Kano,Residential,12,3,0,2,Unknown,22.8,71,67,2,975234,18.08,117.4,Yes,0.17,69,697897.72,28.44,71%,28.44%,801,10/18/2024,October,10,2024,69%
G0818,48,Lagos,Event,8,2,0,1,Dispute,20,56,87,2,333550,19.04,82.5,Yes,0.12,71.5,252168.16,24.4,56%,24.40%,817,2/6/2024,February,2,2024,72%
G0843,46,Kano,Event,8,2,0,2,Unknown,23,98,49,9,1055640,13.12,173.9,No,0.25,73.5,750414.39,28.91,98%,28.91%,842,3/3/2023,March,3,2023,74%
G0844,24,Lagos,Event,8,2,0,1,Equipment Failure,27.4,53,68,1,634123,23.51,163.9,Yes,0.12,60.5,408515.17,35.58,53%,35.58%,843,4/4/2024,April,4,2024,61%
G0847,29,Port Harcourt,Retail,12,2,0,1,Fire,17.9,50,56,13,656215,13.5,50.8,No,0.08,53,554949.2,15.43,50%,15.43%,846,7/7/2023,July,7,2023,53%
G0853,45,Lagos,Residential,8,2,0,1,Theft,28.2,93,86,6,693236,7.82,155.6,No,0.12,89.5,453869.25,34.53,93%,34.53%,852,1/13/2023,January,1,2023,90%
G0906,39,Kano,Industrial,10,2,0,2,Theft,5,63,40,11,1372852,13.1,99.3,Yes,0.2,51.5,1227566.34,10.58,63%,10.58%,905,6/10/2024,June,6,2024,52%
G0914,42,Ibadan,Residential,8,2,0,2,Equipment Failure,29.7,55,68,16,1350108,25.08,113.4,No,0.25,61.5,1234123.51,8.59,55%,8.59%,913,2/18/2024,February,2,2024,62%
G0935,29,Ibadan,Retail,10,2,0,2,Fire,23.9,56,72,18,611294,25.58,73.8,Yes,0.2,64,527746.31,13.67,56%,13.67%,934,11/11/2023,November,11,2023,64%
G0944,48,Kano,Industrial,10,2,0,1,Fire,10.7,99,40,5,649207,29.14,166.1,Yes,0.1,69.5,550486.51,15.21,99%,15.21%,943,8/20/2024,August,8,2024,70%
G0983,22,Ibadan,Event,8,2,0,2,Theft,13.5,95,41,8,1274090,13.06,148,No,0.25,68,904954.36,28.97,95%,28.97%,982,11/3/2023,November,11,2023,68%
G0984,42,Ibadan,Retail,8,4,0,0,None,23.2,72,79,14,694833,6.69,49.4,No,0,75.5,501980.94,27.76,72%,27.76%,983,12/4/2024,December,12,2024,76%
G0990,53,Abuja,Retail,10,2,0,3,Breach,8.6,65,84,13,1281124,5.98,188.2,Yes,0.3,74.5,977689.01,23.69,65%,23.69%,989,6/10/2024,June,6,2024,75%
G0023,47,Ibadan,Residential,12,3,1,2,Unknown,36,95,74,6,992727,21.61,192.5,No,0.17,84.5,643459.48,35.18,95%,35.18%,22,11/23/2023,November,11,2023,85%
G0036,21,Lagos,Industrial,10,1,1,3,Equipment Failure,25.4,98,60,12,485217,6.34,123.6,No,0.3,79,413346.31,14.81,98%,14.81%,35,12/8/2024,December,12,2024,79%
G0041,54,Port Harcourt,Corporate,10,2,1,1,Theft,26.4,73,93,14,1011045,27.62,86.8,Yes,0.1,83,941007.5,6.93,73%,6.93%,40,5/13/2023,May,5,2023,83%
G0077,27,Abuja,Industrial,12,1,1,0,None,31.9,58,89,2,737513,8.71,119.9,No,0,73.5,505879.07,31.41,58%,31.41%,76,5/21/2023,May,5,2023,74%
G0106,34,Ibadan,Event,10,3,1,2,Fire,17.1,52,49,3,1219707,8.18,84.8,No,0.2,50.5,1020508.98,16.33,52%,16.33%,105,10/22/2024,October,10,2024,51%
G0119,41,Ibadan,Retail,12,1,1,5,Fire,23.4,70,85,2,732331,8.48,155.4,No,0.42,77.5,600426.32,18.01,70%,18.01%,118,11/7/2023,November,11,2023,78%
G0122,25,Ibadan,Event,8,1,1,1,Unknown,22.3,56,85,17,526577,6.63,190.8,No,0.12,70.5,460782.99,12.49,56%,12.49%,121,2/10/2024,February,2,2024,71%
G0127,30,Port Harcourt,Residential,12,1,1,1,Breach,17.1,97,94,3,441668,27.07,174.2,No,0.08,95.5,292719.65,33.72,97%,33.72%,126,7/15/2023,July,7,2023,96%
G0146,21,Kano,Retail,8,1,1,1,Theft,19.5,53,70,13,322838,8.17,121.2,No,0.12,61.5,255960.89,20.72,53%,20.72%,145,2/6/2024,February,2,2024,62%
G0159,51,Lagos,Retail,12,1,1,2,Fire,22.7,91,43,3,404997,26.13,32.9,Yes,0.17,67,293254.47,27.59,91%,27.59%,158,3/19/2023,March,3,2023,67%
G0164,36,Abuja,Event,8,1,1,0,None,19.8,69,86,9,667057,21.89,86.1,No,0,77.5,448229.02,32.8,69%,32.80%,163,8/24/2024,August,8,2024,78%
G0168,25,Ibadan,Residential,10,1,1,1,Equipment Failure,39.6,73,99,7,1184747,19.86,145.9,Yes,0.1,86,1002029.01,15.42,73%,15.42%,167,12/28/2024,December,12,2024,86%
G0175,35,Abuja,Industrial,8,1,1,3,Equipment Failure,33.8,89,58,11,1183601,6.99,118.4,Yes,0.38,73.5,869220.06,26.56,89%,26.56%,174,7/7/2023,July,7,2023,74%
G0181,22,Kano,Event,8,1,1,3,Fire,18.5,95,68,18,729201,13.25,45.9,Yes,0.38,81.5,489554.5,32.86,95%,32.86%,180,1/13/2023,January,1,2023,82%
G0187,37,Kano,Corporate,8,1,1,2,Dispute,16.1,64,40,2,1093802,15.66,81.4,No,0.25,52,844498.67,22.79,64%,22.79%,186,7/19/2023,July,7,2023,52%
G0203,51,Abuja,Event,8,2,1,2,Dispute,15.2,78,54,1,714170,18.06,117.8,Yes,0.25,66,551954.84,22.71,78%,22.71%,202,11/7/2023,November,11,2023,66%
G0210,43,Port Harcourt,Industrial,8,2,1,2,Dispute,20.6,53,40,18,755519,8.57,194.3,No,0.25,46.5,610601.45,19.18,53%,19.18%,209,6/14/2024,June,6,2024,47%
G0223,21,Lagos,Residential,12,1,1,3,Equipment Failure,22.6,99,44,10,1337004,25.57,173.2,No,0.25,71.5,984125.36,26.39,99%,26.39%,222,7/27/2023,July,7,2023,72%
G0231,39,Lagos,Event,8,1,1,0,None,19.7,69,91,16,1116916,15.45,83.7,No,0,80,683570.75,38.8,69%,38.80%,230,3/7/2023,March,3,2023,80%
G0305,41,Ibadan,Residential,12,1,1,0,None,14.4,75,67,1,308981,18.11,67.5,Yes,0,71,191082.97,38.16,75%,38.16%,304,5/25/2023,May,5,2023,71%
G0320,32,Lagos,Event,10,1,1,2,Breach,31.9,68,83,13,337869,25.21,135.3,No,0.2,75.5,249539.54,26.14,68%,26.14%,319,8/12/2024,August,8,2024,76%
G0328,42,Abuja,Corporate,8,1,1,0,None,14,62,67,17,418728,19.3,118.7,No,0,64.5,397084.01,5.17,62%,5.17%,327,4/20/2024,April,4,2024,65%
G0339,41,Kano,Industrial,8,1,1,2,Equipment Failure,28.6,50,66,7,426951,18.14,136.7,Yes,0.25,58,260443.61,39,50%,39.00%,338,3/3/2023,March,3,2023,58%
G0352,31,Abuja,Corporate,12,2,1,3,Fire,25.3,65,59,4,348737,12.96,119.4,No,0.25,62,223022.93,36.05,65%,36.05%,351,4/16/2024,April,4,2024,62%
G0359,42,Port Harcourt,Residential,8,1,1,2,Unknown,31.9,68,91,17,426298,7.19,157.7,No,0.25,79.5,301920.01,29.18,68%,29.18%,358,11/23/2023,November,11,2023,80%
G0368,24,Lagos,Residential,10,1,1,1,Unknown,20.6,72,55,7,1099235,14.96,119.5,No,0.1,63.5,803689.74,26.89,72%,26.89%,367,8/4/2024,August,8,2024,64%
G0385,20,Kano,Retail,8,1,1,0,None,27,66,76,15,392529,5.56,41.3,No,0,71,310155.73,20.99,66%,20.99%,384,1/21/2023,January,1,2023,71%
G0391,50,Port Harcourt,Residential,10,1,1,1,Unknown,33.6,62,95,12,866464,25.56,195.6,Yes,0.1,78.5,551545.8,36.35,62%,36.35%,390,7/27/2023,July,7,2023,79%
G0400,29,Kano,Retail,8,1,1,0,None,25.6,68,76,19,1027591,11.3,120.8,Yes,0,72,964786.99,6.11,68%,6.11%,399,4/8/2024,April,4,2024,72%
G0424,49,Lagos,Residential,8,1,1,1,Fire,29.8,61,96,8,1427167,14.92,174,No,0.12,78.5,1255009.76,12.06,61%,12.06%,423,4/4/2024,April,4,2024,79%
G0428,41,Port Harcourt,Industrial,10,1,1,1,Dispute,44.1,90,42,0,933801,19.47,177.8,Yes,0.1,66,578568.67,38.04,90%,38.04%,427,8/8/2024,August,8,2024,66%
G0448,33,Ibadan,Residential,8,1,1,1,Equipment Failure,26.1,84,46,1,427129,9.49,84.1,Yes,0.12,65,307206.86,28.08,84%,28.08%,447,4/28/2024,April,4,2024,65%
G0468,27,Lagos,Event,10,1,1,0,None,27.8,61,91,12,1254826,17.97,109.8,No,0,76,1150743.44,8.29,61%,8.29%,467,12/20/2024,December,12,2024,76%
G0478,46,Abuja,Industrial,10,3,1,0,None,18,59,93,1,596508,19.05,52,Yes,0,76,508381.86,14.77,59%,14.77%,477,10/2/2024,October,10,2024,76%
G0492,44,Kano,Industrial,8,2,1,2,Fire,37,77,72,6,1403371,19.79,117,Yes,0.25,74.5,1111937.1,20.77,77%,20.77%,491,12/16/2024,December,12,2024,75%
G0493,52,Kano,Residential,8,1,1,1,Unknown,18.5,84,82,16,1034543,12.76,154.9,Yes,0.12,83,866967.63,16.2,84%,16.20%,492,1/17/2023,January,1,2023,83%
G0495,51,Ibadan,Industrial,8,1,1,1,Dispute,27.4,95,68,15,1260705,5.96,113.6,No,0.12,81.5,1038102.36,17.66,95%,17.66%,494,3/19/2023,March,3,2023,82%
G0508,22,Abuja,Residential,10,1,1,2,Equipment Failure,30.5,66,43,16,470951,7.12,136.8,No,0.2,54.5,298362.47,36.65,66%,36.65%,507,4/4/2024,April,4,2024,55%
G0545,20,Port Harcourt,Residential,10,1,1,3,Breach,32.7,75,88,8,641180,16.24,46.9,Yes,0.3,81.5,522334.49,18.54,75%,18.54%,544,5/13/2023,May,5,2023,82%
G0583,27,Ibadan,Retail,10,4,1,0,None,22.9,89,57,15,858227,29.98,128.8,Yes,0,73,682936.74,20.42,89%,20.42%,582,7/23/2023,July,7,2023,73%
G0607,43,Lagos,Corporate,10,1,1,0,None,35.7,82,76,18,851171,19.11,65.4,Yes,0,79,594977.15,30.1,82%,30.10%,606,7/19/2023,July,7,2023,79%
G0620,24,Lagos,Residential,8,1,1,1,Fire,7.4,55,63,13,994793,22.91,90.8,Yes,0.12,59,709142.61,28.71,55%,28.71%,619,8/4/2024,August,8,2024,59%
G0626,42,Lagos,Event,10,1,1,1,Theft,31.2,59,66,19,802865,8.86,115.2,Yes,0.1,62.5,538222.52,32.96,59%,32.96%,625,2/10/2024,February,2,2024,63%
G0643,24,Port Harcourt,Retail,10,1,1,2,Breach,15.3,98,93,16,839956,6.61,145.9,Yes,0.2,95.5,716889.24,14.65,98%,14.65%,642,7/27/2023,July,7,2023,96%
G0645,47,Lagos,Retail,10,2,1,1,Fire,25.9,62,59,19,465384,11.02,90.8,No,0.1,60.5,403133.71,13.38,62%,13.38%,644,9/1/2023,September,9,2023,61%
G0648,25,Abuja,Corporate,12,1,1,2,Unknown,33.2,79,81,12,1102161,19.02,85.1,No,0.17,80,766617.09,30.44,79%,30.44%,647,12/4/2024,December,12,2024,80%
G0681,54,Kano,Residential,8,1,1,0,None,43.6,95,57,17,1273648,23.58,177.5,Yes,0,76,1054087.85,17.24,95%,17.24%,680,9/9/2023,September,9,2023,76%
G0693,44,Ibadan,Retail,10,2,1,3,Dispute,36.1,61,76,4,648125,11.53,139.5,Yes,0.3,68.5,469893.97,27.5,61%,27.50%,692,9/21/2023,September,9,2023,69%
G0698,41,Ibadan,Industrial,12,1,1,0,None,22.7,60,93,17,741157,13.18,119.3,Yes,0,76.5,534043.98,27.94,60%,27.94%,697,2/26/2024,February,2,2024,77%
G0708,40,Ibadan,Residential,10,2,1,1,Breach,23.7,94,52,15,815717,22.62,118.2,Yes,0.1,73,585213.54,28.26,94%,28.26%,707,12/8/2024,December,12,2024,73%
G0709,25,Kano,Event,12,1,1,0,None,25.3,91,86,15,1221594,14,111.4,No,0,88.5,888133.74,27.3,91%,27.30%,708,1/9/2023,January,1,2023,89%
G0716,43,Abuja,Corporate,12,1,1,1,Theft,16.7,87,53,17,563254,18.66,122,Yes,0.08,70,381869.85,32.2,87%,32.20%,715,8/16/2024,August,8,2024,70%
G0724,39,Port Harcourt,Residential,10,1,1,0,None,13,83,55,1,323027,26.04,130.3,No,0,69,279719.55,13.41,83%,13.41%,723,4/24/2024,April,4,2024,69%
G0725,47,Abuja,Residential,8,1,1,0,None,32.2,76,66,7,800252,15.78,146.8,No,0,71,662363.97,17.23,76%,17.23%,724,5/25/2023,May,5,2023,71%
G0727,23,Abuja,Event,8,1,1,2,Breach,20.9,81,99,18,927761,5.71,130.2,Yes,0.25,90,754208.9,18.71,81%,18.71%,726,7/27/2023,July,7,2023,90%
G0772,33,Lagos,Residential,8,1,1,0,None,27.5,74,48,10,872310,21.89,151.8,Yes,0,61,577352.4,33.81,74%,33.81%,771,4/16/2024,April,4,2024,61%
G0793,44,Port Harcourt,Industrial,12,2,1,2,Theft,35.8,57,92,1,1033121,24.81,79.7,No,0.17,74.5,921159.22,10.84,57%,10.84%,792,1/9/2023,January,1,2023,75%
G0800,42,Lagos,Event,8,1,1,1,Breach,22.4,84,84,14,886686,7.7,38.6,No,0.12,84,743004.85,16.2,84%,16.20%,799,8/16/2024,August,8,2024,84%
G0805,52,Ibadan,Event,8,1,1,2,Dispute,9.8,94,88,7,410572,17.74,80.5,Yes,0.25,91,249261.82,39.29,94%,39.29%,804,1/21/2023,January,1,2023,91%
G0809,25,Lagos,Retail,8,1,1,0,None,31.3,62,82,17,920007,5.43,119.7,No,0,72,599242.14,34.87,62%,34.87%,808,5/25/2023,May,5,2023,72%
G0856,44,Ibadan,Industrial,12,1,1,1,Equipment Failure,17.7,62,93,12,1227168,12.23,168.8,No,0.08,77.5,743041.91,39.45,62%,39.45%,855,4/16/2024,April,4,2024,78%
G0867,41,Abuja,Industrial,10,1,1,3,Breach,28.5,80,96,18,1201125,23.82,47.3,No,0.3,88,750700.69,37.5,80%,37.50%,866,3/27/2023,March,3,2023,88%
G0886,26,Lagos,Retail,10,1,1,0,None,24.4,89,68,10,1445130,10.74,138.8,No,0,78.5,1054205.39,27.05,89%,27.05%,885,10/18/2024,October,10,2024,79%
G0899,41,Port Harcourt,Residential,10,1,1,0,None,19.5,98,61,2,1339535,23.42,137.8,No,0,79.5,1021936.13,23.71,98%,23.71%,898,11/3/2023,November,11,2023,80%
G0902,40,Lagos,Industrial,12,1,1,1,Dispute,30.6,54,51,13,671551,28.08,67.1,Yes,0.08,52.5,461117.43,31.34,54%,31.34%,901,2/6/2024,February,2,2024,53%
G0905,39,Kano,Event,12,1,1,2,Breach,27.2,87,86,18,973726,10.38,29.4,Yes,0.17,86.5,693335.53,28.8,87%,28.80%,904,5/9/2023,May,5,2023,87%
G0909,26,Kano,Corporate,12,1,1,2,Unknown,25.7,82,57,11,1299767,25.96,132.1,Yes,0.17,69.5,1082736.63,16.7,82%,16.70%,908,9/13/2023,September,9,2023,70%
G0911,51,Abuja,Industrial,8,2,1,0,None,12.4,62,69,8,1478102,15.08,66.8,Yes,0,65.5,1235423.29,16.42,62%,16.42%,910,11/15/2023,November,11,2023,66%
G0930,20,Ibadan,Corporate,8,1,1,0,None,30.7,83,60,14,1135669,18.84,45.5,Yes,0,71.5,1077122.97,5.16,83%,5.16%,929,6/6/2024,June,6,2024,72%
G0931,27,Port Harcourt,Industrial,10,1,1,4,Dispute,36.8,53,69,19,970774,26.17,76.7,No,0.4,61,787090.04,18.92,53%,18.92%,930,7/7/2023,July,7,2023,61%
G0938,53,Port Harcourt,Retail,10,1,1,1,Unknown,21.2,75,75,14,300903,25.52,84.9,No,0.1,75,278464.78,7.46,75%,7.46%,937,2/14/2024,February,2,2024,75%
G0941,47,Ibadan,Residential,8,1,1,1,Fire,20.1,69,98,5,1141774,9.72,68.1,Yes,0.12,83.5,736442.9,35.5,69%,35.50%,940,5/17/2023,May,5,2023,84%
G0950,27,Port Harcourt,Residential,10,1,1,2,Dispute,25.8,59,83,13,979424,29.24,77.7,No,0.2,71,663826.68,32.22,59%,32.22%,949,2/26/2024,February,2,2024,71%
G0956,54,Port Harcourt,Retail,12,1,1,0,None,15.6,71,86,0,953302,26.55,113,No,0,78.5,657588.32,31.02,71%,31.02%,955,8/4/2024,August,8,2024,79%
G0960,51,Ibadan,Retail,8,1,1,2,Theft,35.6,93,74,2,1420368,22.96,26.2,Yes,0.25,83.5,871511.65,38.64,93%,38.64%,959,12/8/2024,December,12,2024,84%
G0982,21,Ibadan,Corporate,8,1,1,0,None,43.9,72,49,5,1257122,9.4,37.7,No,0,60.5,1015688.52,19.21,72%,19.21%,981,10/2/2024,October,10,2024,61%
G0996,49,Ibadan,Retail,8,1,1,3,Dispute,28.7,62,49,16,1380362,17.77,92.9,No,0.38,55.5,1041108.72,24.58,62%,24.58%,995,12/16/2024,December,12,2024,56%
G0001,48,Lagos,Event,8,0,1,2,Equipment Failure,41.7,60,56,8,1336970,29.27,133.6,No,0.25,58,949851.22,28.95,60%,28.95%,0,1/1/2023,January,1,2023,58%
G0002,34,Lagos,Event,10,0,1,2,Fire,16.9,57,66,3,1184750,29.58,50.4,Yes,0.2,61.5,1121815.92,5.31,57%,5.31%,1,2/2/2024,February,2,2024,62%
G0005,38,Abuja,Industrial,8,0,1,2,Theft,31.3,81,82,6,917300,27.52,141.8,Yes,0.25,81.5,838208.97,8.62,81%,8.62%,4,5/5/2023,May,5,2023,82%
G0016,21,Abuja,Event,10,0,1,2,Breach,25.7,76,96,12,556760,10.2,23,Yes,0.2,86,467499.34,16.03,76%,16.03%,15,4/16/2024,April,4,2024,86%
G0038,47,Ibadan,Retail,8,0,1,1,Equipment Failure,47.6,58,99,18,501750,6.18,74.4,No,0.12,78.5,400243.86,20.23,58%,20.23%,37,2/10/2024,February,2,2024,79%
G0040,27,Port Harcourt,Residential,8,0,1,1,Dispute,25.2,84,60,1,1244218,10.64,178.7,No,0.12,72,940154.55,24.44,84%,24.44%,39,4/12/2024,April,4,2024,72%
G0047,23,Lagos,Event,10,0,1,0,None,16.9,94,64,4,804869,25.86,104.3,No,0,79,589812.74,26.72,94%,26.72%,46,11/19/2023,November,11,2023,79%
G0061,37,Abuja,Event,10,0,1,0,None,21.8,65,78,5,1115014,23.42,165.8,No,0,71.5,933931.53,16.24,65%,16.24%,60,1/5/2023,January,1,2023,72%
G0062,43,Lagos,Corporate,8,0,1,2,Breach,19,61,81,1,1160513,12.43,177.2,Yes,0.25,71,999911.42,13.84,61%,13.84%,61,2/6/2024,February,2,2024,71%
G0063,45,Ibadan,Residential,8,0,1,1,Fire,24.2,69,62,2,1192215,6.46,172.9,No,0.12,65.5,763448.78,35.96,69%,35.96%,62,3/7/2023,March,3,2023,66%
G0067,20,Abuja,Industrial,8,0,1,5,Theft,25.5,79,63,0,468902,21.61,85.9,Yes,0.62,71,302038.83,35.59,79%,35.59%,66,7/11/2023,July,7,2023,71%
G0078,54,Ibadan,Corporate,10,0,1,2,Dispute,28.2,73,68,1,1102377,24.15,143.1,Yes,0.2,70.5,912826.17,17.19,73%,17.19%,77,6/22/2024,June,6,2024,71%
G0080,52,Port Harcourt,Retail,10,0,1,1,Theft,21.6,85,78,8,1171836,25.66,19.3,No,0.1,81.5,891487.69,23.92,85%,23.92%,79,8/24/2024,August,8,2024,82%
G0089,42,Port Harcourt,Retail,10,0,1,1,Equipment Failure,21.4,63,58,11,1304802,23.58,48,Yes,0.1,60.5,922693.38,29.28,63%,29.28%,88,5/5/2023,May,5,2023,61%
G0091,54,Abuja,Industrial,8,0,1,1,Breach,7.3,85,47,18,1364951,26.27,76.5,Yes,0.12,66,1002563.42,26.55,85%,26.55%,90,7/7/2023,July,7,2023,66%
G0096,54,Ibadan,Event,8,0,1,1,Theft,25.3,76,69,12,780545,7.89,133.6,Yes,0.12,72.5,619941.13,20.58,76%,20.58%,95,12/12/2024,December,12,2024,73%
G0112,49,Kano,Event,10,0,1,3,Dispute,26.6,78,59,13,989834,5.44,57.9,Yes,0.3,68.5,734582.24,25.79,78%,25.79%,111,4/28/2024,April,4,2024,69%
G0121,21,Lagos,Retail,8,0,1,0,None,29.6,60,49,14,597625,19.44,171.4,No,0,54.5,470941.61,21.2,60%,21.20%,120,1/9/2023,January,1,2023,55%
G0125,39,Ibadan,Industrial,12,0,1,3,Breach,25.2,54,82,18,814771,11.82,187.7,No,0.25,68,555202.09,31.86,54%,31.86%,124,5/13/2023,May,5,2023,68%
G0142,51,Abuja,Residential,8,0,1,1,Dispute,22.2,97,63,11,1104406,12.79,32.8,Yes,0.12,80,819007.32,25.84,97%,25.84%,141,10/2/2024,October,10,2024,80%
G0149,21,Abuja,Residential,12,0,1,1,Breach,23.9,70,41,16,765992,16.22,59.5,No,0.08,55.5,655431.28,14.43,70%,14.43%,148,5/9/2023,May,5,2023,56%
G0154,52,Lagos,Corporate,12,0,1,1,Breach,25.8,84,83,4,1393867,6.33,112.7,No,0.08,83.5,1060388.15,23.92,84%,23.92%,153,10/14/2024,October,10,2024,84%
G0157,21,Ibadan,Event,8,0,1,1,Fire,27.4,90,59,3,343815,17.22,119.5,Yes,0.12,74.5,298671.58,13.13,90%,13.13%,156,1/17/2023,January,1,2023,75%
G0170,30,Kano,Corporate,8,0,1,1,Dispute,26.1,54,73,4,395220,11.66,113.8,Yes,0.12,63.5,280322.46,29.07,54%,29.07%,169,2/2/2024,February,2,2024,64%
G0198,45,Kano,Industrial,12,0,1,2,Fire,31.6,64,76,6,933654,23.95,18.1,Yes,0.17,70,709076.39,24.05,64%,24.05%,197,6/2/2024,June,6,2024,70%
G0199,21,Abuja,Residential,10,0,1,1,Equipment Failure,26.5,91,59,11,888141,14.83,89.8,Yes,0.1,75,781483.46,12.01,91%,12.01%,198,7/3/2023,July,7,2023,75%
G0200,20,Lagos,Corporate,10,0,1,4,Unknown,21.6,53,42,4,485715,25.66,97.6,No,0.4,47.5,401518.19,17.33,53%,17.33%,199,8/4/2024,August,8,2024,48%
G0206,38,Port Harcourt,Residential,8,0,1,3,Theft,15.4,92,47,2,593805,14.11,78.1,Yes,0.38,69.5,502821,15.32,92%,15.32%,205,2/10/2024,February,2,2024,70%
G0207,35,Lagos,Corporate,8,0,1,2,Dispute,13.1,92,52,3,317184,10.76,26.3,No,0.25,72,250650.73,20.98,92%,20.98%,206,3/11/2023,March,3,2023,72%
G0211,52,Ibadan,Industrial,12,0,1,1,Fire,48.4,54,48,9,507537,18.92,186.1,No,0.08,51,309405.98,39.04,54%,39.04%,210,7/15/2023,July,7,2023,51%
G0219,44,Ibadan,Industrial,8,0,1,0,None,13.9,53,48,8,1129868,26.21,153.8,Yes,0,50.5,796700.58,29.49,53%,29.49%,218,3/23/2023,March,3,2023,51%
G0236,52,Abuja,Event,8,0,1,2,Equipment Failure,26.7,52,66,17,396453,21.89,118.4,No,0.25,59,267742.74,32.47,52%,32.47%,235,8/12/2024,August,8,2024,59%
G0241,27,Ibadan,Corporate,12,0,1,0,None,12.1,66,42,16,708449,22.24,108.1,Yes,0,54,535205.17,24.45,66%,24.45%,240,1/17/2023,January,1,2023,54%
